AAA	工	菚	葡萄牙	工期	工匠	恭恭敬敬	花花世界	工藝	工區
QFX	針織	針線	獨裁統治						
QFY	針劑	鐵證	多元論						
QGA	鈃	鉶	钘	铏	鲯	鳠	印花	名副其實	鋪天蓋地
QGB	鈍	印	留下了	鋪陳					
QGC	鳋	銍	铚	鲃	鲬	鲹			
QGD	銒	鳡		怨天尤人	鋪面				
QGE	鋪	錶	匍	錆	鎛	镈			
QGF	鲼	釪	錏	鐚	鲓	迎頭趕上	鋪墊	負責幹部	
QGG	鲆	錱	鲀	鲾	急于求成	鋪平			
QGH	鈣	鉦	鲇	鲏	狼吞虎咽				
QGI	銶	鲿	印染	印江	金碧輝煌	鋪滿	外事活動	䲤	
QGJ	錬	鏄	鏸	鐂	鳀	鳁	金融時代	金融日報	劉東曉
QGK	匐	鎘	鋀	鋉	鋙	鍢	鏉	鑩	铻
QGL	鍊	鲴	鳂	金融界	鋪軌	印數			
QGM	鈵	鏪	鲉	鲖	鲗	負責同志	金融體製改革	金融體製	䥊
QGN	鉞	鲺	鱾	鳚	鳛	印刷	印尼	鋪展	
QGO	鳙	鋄	錽	铔	印度	金融業			
QGP	象形字	獨到之處							
QGQ		印象	印象	金融危机	匍匐	怨天怨地	兔死狐悲	金融危機	兔死狗烹
QGR	鲌	鲘	鳈	留下的	留一手	負責製	獨一無二		
QGS	鲄	金融机构	名列榜首	解囊相助	金融機構				
QGT	鲊	鳤	名列第一	印行	金融系統	鎮靜自若			
QGU	匉	鳉	鳒		名列前茅	印章	名列首位	急救站	鋪開
QGV	鋞	鍿	鱽	鲪	錦囊妙計	印書			
QGW	鑈	鲙	金融体制改革	金融体制	負責人	印發	負責任	金融債券	鋪位
QGX	銕	鋪張	印張						
QGY	鳊	鈺	鳑	鳣	象形文字	金融市場	鋪設	印證	名正言順
QHA	鑪	錿	鎼	鏬	鐪	鐻	鑢	钀	外勤
QHB	鑡	外出	外孫						
QHC	鈹	鈙	外務						
QHD	䀏	鐬	外面	外在	外套	外厂	外長	䤵	
QHE	錹	外加	外力	外力	外貌				
QHF	外地	外埠	外殼	外電					
QHG	鉬	䤠	鉲	外形	外表	外事	急劇下降	獨具一格	多此一舉
QHH	鑺	钁		外縣	䀤	䤮			
QHI	外流	外省	外婆	外海	外活	錦上添花	魚目混珠		
QHJ	亇	鋽	外景	外遇					
QHK	鉆	夞	外患	外號					
QHL	鏀	外界	外因	外國	外圍	外輪	㔪		
QHM	鍞	外財							
QHN	鈻	鐤	触目惊心	外快	外層				
QHO	外廠								
QHP	迯	外賓	外運	䥧					
QHQ	鋧	外逃	外逃	忽上忽下	外貿	外銷			
QHR	外援	急劇的							
QHS	外相	外來							
QHT	外科	外籍	外延	外行	外向	名目繁多	外甥	獨具特色	外邊
QHU	外部	外資	外幣	外間					
QHW	外人	外公	外債	外傷	外貨	外僑			
QHX	外經	外線	外鄉						
QHY	外	釙	外交	外商	外文	外衣	外市	外族	外語
QIA	逃荒	逃荒	逃散	逃散	逃難	逃難	名流薈萃		
QIB	解決了	急流險灘							
QID	頫	包治百病							
QIE	銷	逃脫	逃學	銷毀	逃脫	逃學			
QIF	鼗	鍅	逃走	逃走					
QIG	銧	逃到	逃到	兆頭	兆頭	獨當一面			
QIH	覙	覜							
QII	兆	金沙江	昏沉沉	䤬					
QIJ	鐋	錔	銷量						
QIK	逃跑	逃跑	銷路	名演員					
QIM	鎖	鋿	銷贓						
QIN	逃避	逃避	魚水情						
QIP	逃	鐺	鏜	鎲	鏛	鏿	鐣	鑜	钂
QIQ	逃犯	逃犯	逃逸	逃逸	鎖鏈				
QIR	鎃	多党制	逃兵	逃兵	逃遁	逃遁	多少年如一日	多少年來	多黨製
QIS	鈔票								
QIT	鈔	逃往	逃往	逃生	逃生	逃稅	銷往	逃稅	
QIU	淾	多渠道	解決問題	金光閃閃					
QIV	解決好								
QIW	鴵	多党合作	多党合作制	逃命	逃命	銷售	多黨合作	銷價	多黨合作製
QIY	釥	逃离	逃离	外省市	逃亡	逃亡	逃離	解決方案	逃離
QJA	鑤	鏎							
QJB	郇	，	。	、	；	：	！	？	……
QJD	錫礦								
QJE	貿易爭端								
QJF	銲	鋰	旬刊	貿易赤字	貿易協定	䥵			
QJG	鈤	锝	鉭	鍀	鍉	鍚			
QJH	釗	鉮							
QJI	鎤								
QJJ	亀	錩	锠	貿易量					
QJK	﹙	﹚	（	）	〔	〕	［	］	｛
QJL	鏝	鎾	貿易界						
QJM	鍝								
QJN	鎉	貿易壁壘							
QJP	迿	貿易額							
QJQ	錫	銞	鍻	㰬					
QJR	貿易投資								
QJS	錁	錄影機							
QJT	鍟	触景生情	貿易往來	觸景生情					
QJU	貿易關係	貿易部	貿易逆差						
QJW	貿易公司	貿易保護主義	錫伯						
QJX	錕	貿易總額	䥪						
QJY	鉵	鐛	貿易談判	貿易商	貿易市場				
QKA	名著	象牙	象牙	名茶	名花	名醫	名貴藥材		
QKB	邭	鍓	免除	兔子	免職				
QKC	免驗								
QKD	句	勉勵	䪷						
QKE	象	劬	勨	鋗	名胜	免受	名譽	名勝	䤢
QKF	名	免去	名城	名聲	鐵路幹線				
QKG	釦	锃	鋘	鋥	名列	名下	免遭	免于	逸事
QKH	釧	鈡	鋜	鏴	鐀	鑓	名目	勉縣	
QKI	名酒	名流	名堂						
QKK	鋁	鍔	鋛	鐰	名叫	名單	名貴		
QKM	铞	銱	名山	象山	象山	名冊			
QKN	免收	鐵路局	名將						
QKO	㗮								
QKP	名字	名家	句容	鐵路運輸	名額	錯別字			
QKQ	免	勉	逸	兔	欨	鵵	多吃多占	多吃多佔	
QKR	斪	鉂	名气	名手	名氣				
QKS	象棋	象棋	免票	狹路相逢					
QKT	敂	名牌	象征	象征	名片	免征	名利	免得	急中生智
QKU	免疫	名次	名義	逸聞					
QKV	名畫								
QKW	鴝	鉙	雊	名人	名优	名作	名優	鐵路分局	名師
QKX	劖	毚	酁	免費	勉強	鐵路線	㚟	㲋	䵶
QKY	名言	名望	名為	名詞	銀川市	免於	名產		
QLA	包羅萬象								
QLC	䥯								
QLD	甸	錮	銦						
QLF	鐸	鑼鼓	外國勢力	急轉直下					
QLG	鈿	鍡	鎠	鐶	镮	外國專家	犯罪事實	猛擊一掌	
QLH	鉀								
QLI	犯罪活動	狂轟濫炸	䤽						
QLK	䤧								
QLL	鑘	鑸	犯罪團伙	包圍圈					
QLN	鍶	錷							
QLP	鏈	犯罪案件							
QLQ	鐲								
QLR	鏩	外國投資							
QLT	犯罪行為	外國血統							
QLV	鏤	犯罪嫌疑人							
QLW	鎅	犯罪分子	外界人士	外國人	多數人	鏈條	外國企業	犯罪集團	外國貨
QLX	鑼	鏍							
QLY	犯罪率	外圍設備	外國語	外國記者	外國遊客	急轉彎	外國商人		
QMA	錪	負荷							
QMB	銅陵								
QMD	鉠	錌	鍴	名山大川	負面	金剛石	銅礦	鮮豔奪目	鋼盔
QME	鏰	镚							
QMF	觴	觰	錭	負載	負起	鋼坯	銅鼓	䤡	
QMG	鈾	銅	鎧	負責	鋼琴				
QMI	鋼梁	鋼水	銅梁						
QMJ	鍘								
QMK	銅川	負號							
QML	鋼軌	負數							
QMM	銏	銟	銅山						
QMN	鍋	鐹							
QMO	鍋爐	鋼廠							
QMQ	鋼鐵	鋼錠	鋼印	鋼針					
QMR	負擔	鮮豔的	䤱						
QMS	鋼材	鋼板							
QMT	鎽	鋼筋	鋼管	銅牌	負重	鋼筆	銅臭		
QMU	負	鋼	負疚						
QMV	鋼刀								
QMW	鈉	奐	夐	敻	烉	鏙	鑴	負債	銅像
QMX	負約								
QMY	鋇	負於							
QNA	馓	包工							
QNB	饣	饳	包子	鋸子					
QNC	馂								
QND	鋸	印刷厂	多層面						
QNE	狠心腸								
QNF	馌	包干	包教	獲獎者	印刷電路	金屬元素	包場		
QNG	䦀	馕	鉰	饾	馎	包頭	逃避現實		
QNH	鈕	鏘	镅	鍜	鎇	鋸齒	勾心鬥角	䤛	
QNI	钃	包涵							
QNJ	馃	䭪							
QNK	鍏	鐴	印刷品						
QNL	包圍	包車							
QNM	馉	包賠							
QNN	釓	釔	釲	鐉	鋦	鈱	鍲	包裝	
QNO	炰	包庇	印刷廠	包廂					
QNP	包袱	包容							
QNQ	包金	包銷	包鋼	銅牆鐵壁					
QNR	钖	包括	包扎	包抄	印刷排版	包攬	金屬製品		
QNS	馇	饤	包机	包票	包裝材料	包機			
QNT	鉍	饦	饹		包租	包管	包乘	欠收自補	
QNU	勾心斗角	急性病	多層次	包辦					
QNV	包	多快好省	包退						
QNW	鈌	鏐	鑃	镠	饸	包含	包公	包修	包伙
QNX	鈮	包裝費							
QNY	鈊	鈬	鉯	饻	包裹	多民族	包產	銘心刻骨	
QOA	鍍	鰹	鰳	鰈	鏣	鑛	魟	魽	鮔
QOB	鯫	鑁	魥	鮿	鯭	䰵	䱆	䲊	
QOC	鮐	鉱	魣	鮻	鯒	鯵	鰇	鰠	鰢
QOD	魷	鮞	鮪	鱖	爒	魾	鮁	鮕	鮖
QOE	鰩	鯢	鮾	鰀	鱫	鱮	䱉	䱐	䱸
QOF	鱈	鯪	鮭	鰭	鮚	魭	魼	鮇	鮱
QOG	鱷	鱺	鯁	鏷	鯖	鑆	魨	魱	魳
QOH	鱸	鯡	鮍	鮎	鮛	鯱	鰬	鱋	鱥
QOI	匊	灳	魦	鮹	鯋	鱨			
QOJ	魯	鯉	鰣	鰨	鯤	鯧	鰻	魝	鯣
QOK	鰐	鱓	鱢	䱒					
QOL	鰓	鰱	鰥	魻	鮂	鮰	鯝	鰃	鰮
QOM	鯛	鱧	魶	鮋	鮦	鰂	鰴	鱡	鮮豔
QON	鑣	鏕	魢	鮅	鮙	鯴	鰕	鰼	鱂
QOO	鱗	鐒	錟	鑅	鯳	鱅	鱇	魚類	䱊
QOP	鯇	魫	鮀	鮟	鯮	鯶	鰘	鰚	鰫
QOQ	鮑	鏻	魡	魩	鮈	鮠	鮡	鮣	鮸
QOR	鰉	魬	鮊	鮜	鮢	鯑	鯯	鯼	鰁
QOS	鰾	魺	鯂	鯠	鱏	䰳	䱁		
QOT	穌	鯀	鰍	鰒	魞	魠	魸	魹	鮏
QOU	炙	魚	鮮	鐮	鱔	鱒	鮩	鮵	鮷
QOV	鯽	鯔	鱘	鏞	鎕	鏮	魛	鮉	鮶
QOW	鮒	鰷	鱍	鯰	魜	魤	魪	魵	魿
QOX	魮	鮄	鮨	鰯	鱜	鱦	鮮紅	䱂	䱲
QOY	鈥	銤	魴	鯨	鮫	鱭	魧	魰	魲
QPA	鑧	鑳							
QPB	鑽空子	錠子	鰥寡孤獨						
QPD	鋐	鎋	負案在逃	名額有限	名實不符				
QPE	䥱								
QPF	鋎	錝	金字塔	䥂					
QPG	錠	鎵	夤	鑌	鍹	鏔	金冠王碼科技有限公司	䥾	
QPH	錧	留守處							
QPL	鍕								
QPN	鑏	危害性							
QPO	䤹								
QPP	危害社會								
QPQ	鈂	鋺	䥉						
QPR	金字招牌								
QPS	危害极大	危害極大							
QPT	逃之夭夭	獨家生產	鎮定自若	䤩					
QPV	銨	鐵案如山							
QPW	鎔	镲	镩	鏥	鑔	鑹	镕	外祖父	迎賓館
QPX	鉈	外祖母	外祖母	獨家經營					
QPY	鎺	勿寧說							
QQA	銽	錉	金花	多項	金華	金黃			
QQB	卶	金子	多孔	外貿出口	金陽	䤝			
QQC	銫	鈎	多能	猶猶豫豫					
QQD	多大	狡兔三窟	金礦	金盃	久負盛名	鋼鐵長城	狼狽不堪	猙獰面目	㷇
QQE	錎	多用	多彩	多加	金雞				
QQF	夡	多云	多元	金城	金元	金塔	多雲	多達	釣魚臺
QQG	鍂	镥	金融	多于	金玉	触犯刑律	多事	金平	多頭
QQH	多占	多處	多見	多虧	獨角戲	多慮			
QQI	匇	銚	鉨	多少	金沙	金光	印象深刻	印象派	多多少少
QQJ	銁	金星	多日	金昌	多時	金鑰匙	外銷量	㚌	
QQK	銘	鉤	鋔	鐌	鑱	镵	金川	多嘴	外貿順差
QQL	多思	多數	多國	解鈴還需系鈴人	解鈴還須系鈴人				
QQM	金山	金剛	多則	外貿體製	金銀財寶	㚋			
QQN	鉋	翗	铇	多收	多情	多快	匆匆忙忙	急急忙忙	多心
QQO	鑥	鋼鐵廠	金庫	多勞					
QQP	迻	多家	多寡	金寨	金額	多寬			
QQQ	金	夠	鑫	鉹	金色	多久	多色	金錢	釣魚
QQR	锪	鋾	鍃	鍯	多年	金盾	遙遙無期	勾勾搭搭	䥼
QQS	金杯	多哥	金榜	多极	金相	多樣	針鋒相對	多極	針鋒相對地
QQT	鉚	多种	金牌	多么	多重	多得	金秀	昏昏入睡	多種
QQU	多	鈞	憌	多次	多半	多姿	多多益善	外貿部	金門
QQV	錚	郺	多好	金婚					
QQW	欽	多余	多例	金价	多拿	多多保重	多個	多餘	欽佩
QQX	多疑	金鄉	勉勉強強						
QQY	釣	釸	鎦	鍧	多方	多高	金文	多為	多變
QRA	狠抓落實								
QRB	匈	胷	鍐						
QRC	鈑	鈲	猴年馬月						
QRD	忽而	遙感	久拖不辦	䤭					
QRE	勿	甮	䤨						
QRF	鍎	锧	遙遠						
QRG	鉑	銗	鋲	鍠	锽	䝆	䥿		
QRH	釿	釽	錦縣	䀜					
QRI	匁	銖	遙測	䤼					
QRJ	刎	曶	㫚	䥟					
QRK	留后路	名揚中外							
QRL	忽略	名揚四海	急剎車						
QRM	錦	遙	匋	負擔過重					
QRN	忽	鎎	匆忙	銀質獎	金質獎	金質獎章	銀質獎章	錦屏	
QRP	忽視	遙祝							
QRQ	锨	鍁	匆匆	忽然	遙遙	銀白色			
QRR	鑕	遙控	迎接挑戰						
QRS	鎩	多年來	錦西	錦標					
QRT	錍	多年生							
QRU	忽聞	忽閃	㬟						
QRW	鉄	匆促							
QRX	鑠	錦繡	錦綸	鐵的紀律					
QRY	匆	怱	錦旗	錦州	遙望	錯失良機	䥞		
QSA	多极世界	多極世界	䥮						
QSB	迎來了	釘子							
QSD	危机感	危機感							
QSF	鏢	外來干涉							
QSG	鉢	獨樹一幟							
QSH	釘								
QSI	錫林浩特								
QSJ	鐔								
QSK	鈳	鎶	遙相呼應						
QSL	危机四伏	危機四伏							
QSN	多樣性								
QSO	錰	䥔							
QSP	錦標賽	留校察看							
QSR	鑻	多樣的							
QSS	獨木橋								
QSU	迎來送往	鐵樹開花							
QSW	錸	多极化	多樣化	多極化	外來人口	外來人員	䥑		
QSY	鈢	鉥	錫林郭勒盟	外來語					
QTA	獲	獾	狨	犽	猉	獏	獚	獦	獴
QTB	犯	猛	卯	猻	乮	犼	鉇	銹	儿子
QTC	狁	猱	犸	狻	獁	獝	狗熊	猶豫	獲得通過
QTD	鋒	狹	獗	猗	獠	猢	懖	犾	狉
QTE	狙	猙	猊	猨	猺	獀	獡	獲勝	㹢
QTF	鑽	錘	猿	銑	鋯	鋌	犴	鍤	銩
QTG	狂	猜	逛	獺	獮	鍾	钅	夝	犻
QTH	鎳	狓	猅	猇	獩	獹	玃	鈼	鋋
QTI	猀	猟	多种渠道	犯法	狂潮	狠治	獲準	猜測	狹小
QTJ	猖	猩	猓	狚	猂	猑	猲	獌	鋓
QTK	鉻	狷	狆	玁	色香味	猛跌	猜中	狂呼	獨唱
QTL	獨	猥	猬	狎	玀	獑	獧	鎞	鏓
QTM	猾	狽	匑	匔	狦	狪	猠	猧	猯
QTN	勹		夕	狃	猸	峱	狔	猳	釳
QTO	狄	鍬	獷	逖	悐	獛	獜	鏭	鐇
QTP	獰	狩	狖	猔	猽	獱	獨家	狹窄	銀行家
QTQ	狗	狍	獬	犳	狝	狣	狥	鑗	猖獗
QTR	狐	鋨	狛	狶	狾	猈	猘	猣	獆
QTS	猹	狇	猍	猜想	儿歌	猛醒	犯禁	鑽機	獵槍
QTT	猁	獯	犭	犵	狅	狌	狏	狢	狧
QTU	猶	獍	獐	猐	獇	獈	獙	獞	鉖
QTV	狠	卿	獵	犰	犱	錗	儿女	儿媳	猶如
QTW	猴	獅	猞	獪	狳	獫	狑	猚	猤
QTX	狒	狴	獼	狕	猭	鋂	猜疑	犯疑	多種經營
QTY	狼	鉌	獄	狡	猝	狺	犺	犿	猄
QUA	鉼	錄音帶	獲益匪淺	外資項目	獨善其身	獨立董事			
QUB	鎙	鏡子	鏟除						
QUD	錈	鎹	錄音磁帶	欽差大臣	多聞而志之				
QUE	鎆	鐗	鐩	鑨	免疫力	免疫力	鐘愛		
QUF	鋅	鈄	斘	錓	鐘聲	鐘鼓			
QUG	鉝	鍆	鎂	鑭	锎	鉡	鎈	鐥	鐦
QUI	獨立法人	魚龍混雜							
QUJ	鐘	鏡	锏	鐿	鏱	鐧	多半是		
QUK	锫	鋭	錇	獨闢蹊徑	䥨				
QUL	鏳	鐘點	獨立思考	獨立國					
QUM	鐘山	䥕							
QUN	獨立性	鐘情	多義性						
QUO	鐠								
QUP	多辦實事	鐘祥	獨立富強						
QUQ	多姿多彩								
QUS	鐏	錄音機	獨立核算	鱗次櫛比	鐘樓	䥖	䥜		
QUT	鏟	獨立自主	獨立自主的和平外交政	䥥					
QUU	鐵道部								
QUV	鎌	包辦婚姻							
QUW	鎰	外資企業	獨資企業	銳意進取	包辦代替	獨立作戰			
QUX	銻	鉳	鎡	镃	獨立經營	㔨			
QUY	獨立於								
QVA	鐞	急切	銀幕						
QVB	急聘								
QVC	匓	急驟	急務						
QVD	迎刃而解	銀盃							
QVE	銀	急用							
QVF	鏽	急需	急電	銀南					
QVG	釹	鍵	銉	急于	急救	急速	急事		
QVH	急劇								
QVI	録	急流	銀河	銀海					
QVJ	鏁								
QVK	銣	鉊	急躁	銀川					
QVL	錙	鑞	镴	銀團	煞車				
QVM	鎻	多媒體	多媒體電腦						
QVN	急	釚	急性	急忙	銀獎	銀屏			
QVP	鋟								
QVQ	銀色	多災多難							
QVR	急迫								
QVS	銀根								
QVT	煞	釖	急待	多如牛毛	銀行	鍵盤	鍵入	銀牌	
QVU	急症	急病							
QVV	勼	銀婚							
QVW	多媒体	急促	煞住	急件	鏽蝕	鍵位			
QVY	釰	釻	釼	急於	急診				
QWA	錄像帶	䤦							
QWC	鈆	鈠	鎓						
QWD	鍛	鐵飯碗	鍛壓						
QWE	鉁	欠妥							
QWF	鉜	欠款	留余地	多億元	鈴聲	留餘地	銳增		
QWG	鑰	銓	镎	鐙	鉿	匌	錀	鍨	鍮
QWH	鎀	鏅	狐假虎威						
QWI	勽	鉩	銳減						
QWJ	銷售量	鑰匙	狂風暴雨						
QWK	銳	鉛	孵化器	名优品牌	名優品牌				
QWL	負債纍纍	欠債還錢	鍵位圖						
QWM	欠帳	鉛山							
QWN	釠	鎢	匃	鍭	鎚	欠收	獨創性		
QWO	鍛煉								
QWP	欠安	銷售額	鉛字	多做實事					
QWQ	鋁合金	多倫多	鐵合金	鉛印					
QWR	欠缺	急人所急	銳氣						
QWS	銝	錄像機	迎風飄揚	䤪					
QWT	銋	名优特新	欠稅	鉛筆	鍛造	銳利	名優特新產品	名優特新	
QWU	欠	名优新	銷售部	銳意	多發病	名優新	名優新產品	欠資	
QWV	鈖	鵭							
QWW	銼	鋊	鑯	欠佳	欠付	銷售價格	貿促會	獨領風騷	欠債
QWX	鈋	鏺	銷售總額						
QWY	釟	鈴	鎗	錐	釩	鈐	鐫	飧	鋡
QXA	煞費苦心								
QXB	錄取								
QXE	錄用								
QXF	鏆	鐑	久經考驗						
QXG	錄	獨斷專行	䤸						
QXH	鈏	鈟	鎭						
QXI	銯	鋪張浪費	錦繡河山						
QXJ	鐨	鉘	錄影						
QXK	鏹	針織品	外強中乾						
QXM	外引內聯								
QXP	錯綜複雜								
QXQ	鮮紅色	久經鍛煉							
QXR	錄製								
QXS	鋼結構								
QXT	錄入								
QXU	錄音	錦繡前程	外經部						
QXV	匂								
QXW	錄像								
QXX	鍇	鈚	鐖	鋼絲繩					
QXY	鉧								
QYA	留英	解放區	錯誤觀點	勉為其難	留蘇				
QYB	解放出來	留職							
QYC	銃	锍	鋶	錥	留駐				
QYD	訇	多方面	留有	卵石	留存	留成	久存		
QYE	銥	留用	留學						
QYF	䚻	解放者	久遠	錯誤地					
QYG	鉒	留下	外交政策	急於求成	解放事業	包產到戶			
QYI	久	勺	夊	久治	留法	留洋	外交活動	劉淇	
QYJ	留影	留日	貿易	鋼產量					
QYK	鑲	鎬	鐓	锿	錞	鍄	鎄	留足	解放戰爭
QYL	解放思想	外交界	錯誤思想						
QYM	鈰	鑲嵌							
QYN	鹱	匄	釯	鈩	錑	鍽			留心
QYO	灸	粂	留底	負效應					
QYP	外交官	外交官	解放初期	留神	外交家	留守	留宿	留客	解放軍
QYQ	久久	留名	久留	忽高忽低	貿然	外商獨資企業			
QYR	解放后	錯誤的	外商投資	外商投資企業					
QYT	鈁	卵	孵	鏃	鏇	毈	贕	邎	銂
QYU	鎊	鏑	鍗	鑇	外交部	留意	解放前	留美	外交部長
QYV	留	劉	貿	遛	鋃	斵	鄮	鎯	鶹
QYW	鉸	鈧	錊	孵化	留住	留念	留任	久仰	鮮為人知
QYX	鉉	鏲	留給	久經	留級				
QYY	鈫	留言	留戀	解說詞	外交方針	錯誤言行	錯誤言論		
RAA	拭	擛	后勤工作	白茫茫	白花花	描摹	找茬	手工藝品	手工藝
RAB	皂	搑	找出	攤子	捂蓋子				
RAC	兵荒馬亂								
RAD	撕	掑	掿	揕	拒不	失落感	兵工厂	撕破	打基礎
RAE	撒	撒腿	搭腔	技工學校	撕毀	措辭	拔苗助長	擔驚受怕	無功受祿
RAF	拑	擆	摸索	迫切需要	打工者	拓荒者	拭去	殷切地希望	搭載
RAG	扛	撶	皣	找到	抗菌素	撕裂	拱形	搭救	搭理
RAH	攬	挋	捓	摼	㧎	㩜			
RAI	擓	摸清	攤派	缺醫少藥	摸準	攬活	撒潑		
RAJ	措	摸	揠	擖	撒野	抓緊時間			
RAK	攤	摳	掝	擹	㨷	㩰	㩲		
RAL	描	摸黑	攤點	披荊斬棘	描圖	攤車	㩢		
RAM	搆	摃	撗	近期內	攤販	拒賄	製黃販黃	年邁體弱	㧜
RAN	拒	抴	揲	拒收	迫切性	打草惊蛇	抗藥性	反恐怖主義	
RAO	摸底	製藥廠	手工業	手工勞動	兵工廠				
RAP	描寫	拒禮	技巧運動	㨲	㩚				
RAQ	摕	撍	擏	技工貿	找錢	㨚			
RAR	手工操作	拱手	迫切希望	殷切希望	撒手	年薪制	撒播	撒拉	投其所好
RAS	描述	搭配	迫切要求	搭橋	拱橋	兵戎相見			
RAT	搭乘	無期徒刑	攤牌						
RAU	后勤部	反其道而行之	摸准	撕開	握緊拳頭				
RAV	打工妹	找尋	描畫	撒嬌					
RAW	搭	拱	搽	擭	攃	后勤保障	打工仔	反革命	拒付
RAX	拒絕	描繪	折舊費						
RAY	找	措施	找遍	攤主	拉薩市	折舊率	撒謊	手工記帳	樂觀主義
RBA	無限期	排除萬難	插隊落戶						
RBB	攝	揶	提出了	攝取	推陳出新	提出了建議	凶險	樂陶陶	
RBC	掫	㨕							
RBD	撱	無孔不入							
RBG	挕	拯救	扔下	搶險救災	凶殘	凶惡			
RBH	邤	㧄	提出上訴	探聽虛實					
RBI	拯	摂	拙劣	揚子江	失職瀆職	掩耳盜鈴			
RBJ	凶暴	攝影	提出申請						
RBK	凶器	無限忠誠							
RBL	掹	排除異己							
RBM	拙								
RBN	扡	凶悍	排除异己						
RBQ	兇	据了解	凶猛	凶狠	凶犯	所了解的	凶狂	據了解	攝氏
RBR	提出的	扔掉	凶手	招聘制	攝製	無限製	提出批評	兇殺	提出抗議
RBS	挅	摘取桂冠	無隙可乘	撤職查辦					
RBT	扔	搎	拙笨	拙筆					
RBU	提出意見								
RBW	攝像	㚇							
RBY	扱								
RCA	反攻	返工	瓜葛	反華					
RCB	瓜子	把子							
RCC	掇	摻	搡	撡		反駁	㩹		
RCD	撪	反而	反感	反面	㨧				
RCE	捅	抬舉	㨢						
RCF	反霸	返城	后台老板						
RCG	反正	返青	挨整	抬頭	把頭				
RCH	反目	把戲							
RCI	反	反省	反光	反常	反党	返潮	拍巴掌	據預測	反黨
RCJ	掻	反映	瓜果	捅馬蜂窩					
RCK	抬	反戰							
RCL	返回	反思	返還	反擊	反轉	挨罵	指桑罵槐		
RCM	瓜農								
RCN	把	皅	揉	抒	抒情	抒怀	反悔	抒懷	拍馬屁
RCO	反應	反對	瓜類						
RCP	返	反之	把守	返家	抒寫	反襯	無能之輩		
RCQ	抁	返銷							
RCR	把握	把手	拚搏	反抗	挨打	把持	反手	反扑	揉搓
RCS	返校	把柄							
RCT	挨	反复	反射	反向	返航	返程	把舵	反特	反復
RCU	㿝	反差	反叛	把關	反問	挨凍			
RCW	捘	反倒	瓜分	拚命	返修	抬价	反饋	抒發	反貪
RCX	反比	反響	返鄉						
RCY	瓜	払	扠	搔	瓞	瓝	瓟	瓥	抬高
RDA	拓荒	掩蔽	掩藏	拔草	掩蓋	振蕩	擴大共識	皋蘭	擴大其詞
