aaa	工	工艺	葡萄牙	工期	工区	工匠	恭恭敬敬	劳苦功高	花花世界
fdy	城市	坏话	城郊	土石方	震颤	进而言之	㺴		
fea	十月革命								
feb	增加了	垺	䨗						
fec	才貌双全								
fed	老朋友	动脉硬化							
fee	堋	协助	协办	协力	塪	㙝	䨜		
fef	埒	无边无际	埓						
feg	运用于	无助于	坥						
feh	赤膊上阵								
fei	动力学								
fej	霾								
fek	赤胆忠心								
fel	未加思索								
fem	协同								
fen	增加收入								
feo	增加数								
fep	协定								
feq	霓	堄							
fer	喜爱的	霢	㙾						
fes	地膜覆盖	动力机械	埰						
fet	㔹	㘦	协和	动脑筋	动力系统	运用自如	博采各家之长		
feu	动力装置	协办单位	南腔北调	增加产品品种					
few	协	协会	协作	博采众长	十月份	二月份	元月份	博采众家之长	
fex	专用线								
fey	协议	协调	协商	专用设备	霡				
ffa	款式	款项	二十七	二十世纪	土工	土地革命	运动项目	无霜期	二十世纪九十年代
ffb	走进了	增进了解	运动队	寺院	直截了当	坛子	进进出出	邽	邿
ffc	坛	地震预报	鼓起勇气	霒	霕	霴	霼	靅	靆
ffd	封面	二十三	塔吉克斯坦	远远不够	封存	博士研究生	十二大	增进友谊	赫赫有名
ffe	十二月	运动服	墙脚	十二月份	劸				
fff	圭	亖	土	封	土地	土壤	二十二	越走越	堵截
ffg	二十一世纪	二十五	二十一	二十万	无动于衷	填表	填平	雨过天晴	地震带
ffh	填	卦	埴	㪈					
ffi	款	云南省	博士学位	超声波	远远没有	土法	坑坑洼洼	土地法	隷
ffj	运动量	零零星星	刲	墘	㘫	䖯	䨍	䨪	
ffk	运动员	封口	郌						
ffl	二十四	二十四史	违者罚款	二十四时	堵车	壊			
ffm	封山								
ffn	恚	圬	雩	墙壁	土层	土改	地震局	土地改革	寸土必争
ffo	专卖店	寺庙	霊	麉					
ffp	填补	堵塞	填写	土家	老专家	老老实实	真才实学	土专家	㙪
ffq	封锁	南朝鲜	墙角	幸运儿	无需多说	坃	㰪	䨌	
ffr	过去的	栽培技术	博士后	二进制	堪培拉	土质	十进制	填报	墙报
ffs	封顶	土木							
fft	堵	博士生	土地管理	勃勃生机	垃圾处理	款待	垃圾箱	无地自容	未老先衰
ffu	寺	墙	封闭	老干部	干干净净	地地道道的	走南闯北	土产	地地道道
ffv	封建	二十九	土建						
ffw	运动会	二十八	堵住	城运会	志士仁人	十二分	地震仪	增进合作	十进位制
ffx	未雨绸缪	鼃	㘽	㦱	㦳	䵷			
ffy	填充	二十六	土方	土族	远远望去	超过计划	远走高飞		
fga	十七	干警	寸草	干草	干戈	支吾其词	老于世故	十五期间	
fgb	起到了	坉							
fgc	垤	干预	干劲	臷					
fgd	十三	十大	二百	真正成为	博大	二大	老一套	露天矿	真正感到
fge	博	埔	十月	干脆	十一月	二月	博爱	博彩	十一月份
fgf	圩	⒒	⑾	Ⅺ	⒓	⑿	Ⅻ	⒔	⒀
fgg	二	干	十五	十一	十万	干事	二万	地理环境	雨天
fgh	十	士	雨	寸	进一步	进一步加强	进一步提高	进一步扩大	老一辈
fgi	干涉	地下水	雨水	干活	干流	地理学	干涸	地下党	干渠
fgj	垣	埂	干旱	需求量	博览	雨量	干果	十时	十一时
fgk	塥	十足	雨中	堛	㚂				
fgl	十四	起死回生	地形图	十一国庆节	堜	壃			
fgm	武夷山	二则	地球同步轨道	无形财富					
fgn	十一届三中全会	十一届三中全会以来	未来发展的	圭亚那	雨情				
fgo	垭	干燥	干粮	干粉	露天煤矿	无政府主义	无政府状态	十万火急	
fgp	地下室	填平补齐	地下窝点	二审	博客				
fgq	地下铁道								
fgr	十年	干扰	士兵	士气	无形损耗				
fgs	真理标准	十杰	干校	干枯	干杯	专政机关			
fgt	二千	地球物理	博得	雨季	动画片	二等	干一番事业	博物	土政策
fgu	坪	干部	干净	无形资产	地下资源	干道			
fgv	十九	干好	干群	霋					
fgw	十分	十八	十佳	地理信息系统	真正做到	地理位置	老一代	地球化学	需求分析
fgx	二级	干线	十强	地平线	干练	地下组织	坘	塐	䨑
fgy	十六	雨衣	坏事变好事	十五计划	十五计划纲要				
fha	墟	武警	起草	真切	起落	武艺	武功	超期	壉
fhb	趣	走出	超出	赶出	武陟	趉			
fhc	坡	直观	直通	起劲	寸步难行	䞭	䞵	䞻	䟃
fhd	霏	起码	盐碱	直达	直奔	武威	老战友	考虑不周	寸步不让
fhe	趄	武力	雪上加霜	起用	超脱	赵县	进步力量	赲	䞯
fhf	直	㱏	赶	矗	超过	走进	越南	走过	超越
fhg	址	越	趔	起来	真正	直到	考虑到	直至	赶到
fhh	赴	走上	起步	起点	赶上	真皮	埗	趈	趠
fhi	趟	武汉	起源	直流	超常	盐湖	直觉	武清	盐池
fhj	趁早	真是	越是	赶紧	武昌	越野	无非是	超量	进步最快
fhk	坫	武器	走路	趣味	起跑	赶路	真品	超员	起哄
fhl	盐	赶回	起因	直辖	超车	越界	越轨	塷	趩
fhm	起见	考虑周到	赸	䞴					
fhn	武	起	赳	鹉	垆	超导	起飞	直属	真情
fho	走廊	起床	起火	盐业	起爆	坡度	走火	武库	武断
fhp	真实	真空	起家	起初	超额	武官	武安	武穴	直视
fhq	趋	直销	武钢	起色	起名	直角	超然	垷	赹
fhr	赵	直接	趋势	真的	直播	直拨	真挚	武打	赶制
fhs	武术	真相	越权	趁机	颠覆	走样	武林	趁此机会	真想
fht	趱	走向	走私	直径	趋向	起重	越冬	赶往	起身
fhu	走	趑	武装	超前	矗立	起立	起头	超产	趁着
fhv	超	起始	超群	真好	趢	䞫	䟁		
fhw	真	颠	趁	起伏	走俏	老龄化	起价	真伪	超人
fhx	超级	直线	走红	越级	超编	走强	䞞	䞼	䟇
fhy	圤	走访	真诚	起诉	超高	超市	起义	走遍	真谛
fia	示范	霟	霮	䨰					
fib	增添了	未了							
fic	未能	远水难救近火							
fid	却没有	未成	示威	教学大纲	未尝不可	井水不犯河水	老少咸宜	靋	
fie	霄	霪	老少边穷	未加					
fif	违法违纪	远洋运输	违法者	违法违规	都江堰	无法无天	违法违规行为	祘	䨟
fig	霈	未来	无济于事	超小型	超水平	过渡政府	过渡形式	远水救不了近火	垙
fih	土法上马	䙿							
fii	未	无党派人士	违法活动	无党派	南泥湾	教学法	无党派民主人士	无党派爱国人士	喜洋洋
fij	过渡时期	载誉归来	越洋电话	未果					
fik	老党员	干涉中国内政	老河口	赴汤蹈火	㖝				
fil	远洋轮船	云游四方							
fim	未见	干涉内政	埫	霘					
fin	未必	教学改革	违法必究	未尽	无法改变	礼			
fip	未被	未完	未定	无源之水	无法容忍	壋	霃		
fiq	违法犯罪	未免	违法犯罪分子	博学多才					
fir	教学质量	未按	无法接受	过河拆桥					
fis	教学楼	真没想到	教学相长	霂	䨬	䨵			
fit	嫠	违法行为	未知	违法乱纪	远涉重洋	远渡重洋	远洋航行	剺	孷
fiu	示	未曾	示意	未竟	未遂	老当益壮			
fiv	墚	未婚	卖淫嫖娼	南沙群岛	垱				
fiw	示例	声泪俱下	远洋货轮	塉	霗				
fix	未经	违法经营	示弱	老泪纵横	老少皆宜	土洋结合	霐		
fiy	武汉市	未变	南海诸岛	霔	霶				
fja	进攻	教师节	埋藏	坦荡	埋葬	朝觐	朝东		
fjb	朝阳	进取	进出	堤防	教师队伍	过日子	塌陷	井陉	
fjc	进驻	朝圣							
fjd	进而	坦克	专题研究	专题研讨会	赶时髦	专题研讨	无坚不摧		
fje	井架								
fjf	朝	韩	埋	乾	翰	戟	斡	埘	进去
fjg	坦	堤	进来	井下	朝下				
fjh	刊	刌	坤	进步	远景目标	远景目标纲要	进餐		
fji	进水	井水	埋没	汬					
fjj	亓	朝野	进贤	霷	㓝				
fjk	井	进口	朝中	刊号	井口				
fjl	墁	韩国	塭						
fjm	进山	堤岸	朝内	堣					
fjn	塌	进展	进发	进屋					
fjo	进度	霓虹灯							
fjp	进	进军	越野赛	越野赛跑					
fjq	埸	朝鲜	埋怨	坦然	朝夕	朝外	进犯	堨	䨠
fjr	专题报告	朝气	坦白	朝拜	起早摸黑				
fjs	堁								
fjt	进行	进入	进程	刊物	专题片	朝向	朝廷	无师自通	
fju	朝着	埋头	进门	进站	朝前	埋单			
fjv	进退	刱							
fjw	博览会	刊登	进修	进化	进货	城里人	进食	坦途	埋伏
fjx	无照经营	堒	蛓	㙷					
fjy	进京	坦诚	坦率	南昌市	塌方	声明说	都是为了	斡旋	专题讲座
fka	喜获								
fkb	露出	吉隆	郆	霵					
fkc	喜欢	鼓劲	鼓足勇气						
fkd	颉	鼓励	露面	动员大会					
fke	袁	喜爱	露脸	声嘶力竭	劼	埍	㔛		
fkf	吉	鼓动	鼓起	鼓足干劲	喆	嚞			
fkg	埕	露天	喜事	老中青	老中青三结合				
fkh	圳	露	墤	壝					
fki	地中海	鼓掌	嘉兴	露水					
fkj	进口量	吉日	去哪里	㓤					
fkk	酃	鼓吹	鼓噪	堮	墠	壧	孁	賷	霝
fkl	进口国	无足轻重							
fkm	埚	埙	霣						
fkn	喜悦	喜剧	趣味性	翓	㐖				
fko	＃	※	喜庆	吉庆					
fkp	吉祥	嘉宾	吉安	嘉定	露宿	迼			
fkq	喜迎	嘉鱼	欯						
fkr	鼓舞	喜看	吉凶	喜气	喜报				
fks	吉林	武器禁运	㙅						
fkt	吉利	鼓乐	进口税	无中生有					
fku	鼓	喜	彭	嘉	熹	瞽	鼙	甏	武器装备
fkv	喜好	动员群众	夫唱妇随						
fkw	元器件	喜人	进口货	动员会	二中全会	吉他	动员令	过路人	专员公署
fkx	哉	武器弹药							
fky	远距离	喜讯	进口商品						
fla	戴	载荷	运输工具	朝思暮想	霬				
fld	雷达	十四大	载有	顽固不化	堌	㘻			
fle	㙕								
flf	雷	㿻	雷雨	雷声	顽固地	墿	靐	䨻	䵧
flg	雷击	卖国求荣	堽	㙗					
flh	戴上								
fli	载波	顽固派	二连浩特						
flj	雷电	运输量	顽固坚持						
flk	雷鸣	䨓							
fll	夁	靁	㙼						
flm	雷同	运输网	皾	䢱					
fln	二轻局	㥁							
flo	运输业								
flp	载客	无固定收入	䢮						
flq	雷锋	畞							
flt	载重	雷管	雷射	土默特左旗	土默特右旗				
flu	南辕北辙	戴罪立功	戴着						
flv	塿								
flw	载体	载货	地图集	顽固分子	南国风光	雷人	堺		
flx	载	运输线							
fly	塄	直辖市	载文	都因为					
fma	献花	献艺	霻	㙉					
fmb	南阳	献出							
fmc	南通								
fmd	南面	南丰	坱	堓	雵	靊	㙐		
fme	南边	南县	塴						
fmf	老同志	坍塌	坝址	南城	南韩	霌	㘱		
fmg	垌	南亚	南开	南下	南平	土崩瓦解	㱿		
fmh	圸	南非	远见卓识						
fmi	南海	南沙	南湖	南洋	南澳	南漳	南江		
fmj	南昌								
fml	南国								
fmm	井冈山	南丹							
fmn	垲	貮							
fmp	南宁	献礼	南安	南宫	䨤				
fmq	境内外								
fms	南极								
fmt	献身	献血	南和	献策					
fmu	献	南	南部	南北	志同道合	堈	遖		
fmw	协同作战	南风	南华	南侧	未见分晓	埁	埛	墔	胾
fmx	献给	南疆	南纬						
fmy	坝	垻	坍	南京	南方	南郊	封山育林	南充	献计
fna	专项	专著	专营	增收节支	专攻	才尽其用	翿	魗	㦞
fnb	㐊	㐋	堀	专职					
fnc	喜忧参半								
fnd	场面	志愿	声威						
fne	专用	卖力							
fnf	䨒	场地	专款	专卖	专场	专刊	无情地	违者	志士
fng	无愧于	无异于	专心致志	专一	专政	丧尽天良	未尽事宜	堩	
fnh	霞	违	韦	韧	韬	韫	堳	壻	覟
fni	墀	违法	声誉	霞光	卖淫	声浪	才疏学浅		
fnj	专题	声明	场景	专电	超导电性				
fnk	霹	专员	声响	教导员	震惊中外	壀	夀	㙔	
fnl	专辑	专车	卖国						
fnm	场内	志丹							
fnn	圯	圮	圠	进展情况	韧性	专心	违心	无发展前途	垊
fno	专业								
fnp	专家	真心实意	专案	亏空	起居室	真情实感	迃		
fnq	场馆	违犯	声名	场外	卖钱	声色			
fnr	声	场	亏损	场所	违反	卖掉	声势	志气	专制
fns	专栏	专机	亏本	专柜	违禁	直属机关	直属机构	无懈可击	
fnt	专利	专程	声称	专科	专长	场长	志向	专管	无以复加
fnu	志	忈	卖	觌	专门	声音	违背	违章	场次
fnv	亏	亐	㘲						
fnw	块	馨	磬	罄	謦	场合	专人	超导体	专供
fnx	坭	专线	卖给	违纪	违约	专属经济区			
fny	专	专访	卖方	声望	教书育人	声讨	卖主	声调	真心诚意
foa	墌	䞑							
fob	郝	赧	赤子	去粗取精	趋炎附势				
foc	专业对口	垿							
fod	頳								
foe	赤脚								
fof	赫	赭	䞕						
fog	进度表	墣	䞓	䨴					
foh	覝	赪	赬	䚂					
foi	塘沽	赤水	无底洞						
foj	土库曼	赨	㙻						
fom	赤峰	䞒							
fon	赤壁	塶	赮	䞔					
foo	埮	赯							
fop	赤字	无米之炊	井底之蛙	赤裸					
foq	专业银行	赦免	赥	赩					
for	专业技术	专业技术人员	无数的	喜庆气氛	专业技术职称	无精打采	趁火打劫		
fot	圹	赦	螫	专业知识	无数先驱				
fou	赤	灻	㶣	赤道	赫兹				
fov	塘	墉							
fow	专业化	专业人员	专业人才	专业分工	无业人员	地广人稀			
fox	烖								
foy	专业户	赤诚	专业课	无庸讳言					
fpa	考察工作	过节	过期	元宵节					
fpb	勃	孛	鹁	规定了	索取	考察了	考察队	愂	郣
fpd	过硬	过大	真实感	无穷大	槖	蠧	鷇	㙆	
fpe	十字架								
fpf	垸	过去	过境	过载	勃勃	无穷无尽	规定动作	裁军协议	垨
fpg	壹	懿	彀	觳	过来	过于	过死	无视事实	无官一身轻
fph	过目								
fpi	过	过渡	过滤	专家学者	过小	过激	过少		
fpj	过时	过量	过早	塓					
fpk	辻	迀	老字号	十字路口	过路	进军号	壷		
fpl	毂	考察团	填补国内空白	堚	疐	㚄			
fpm	索赔	索贿							
fpn	真实性	过快	索性	真实情况	地空导弹	动之以情			
fpo	壶	过度	过火						
fpp	超额完成	赤裸裸	填补空白	赤裸裸地	丧家之犬				
fpq	过多	过错	埦	売					
fpr	过后	过年	幸福的	过热	过失	无穷魅力	真实反映了	㚃	㨌
fps	索要	无家可归	坾						
fpt	过程	过剩	过重	过敏	专家委员会	过长	过往	未完待续	过冬
fpu	过关	过问	过半	过头	索道	过道	过瘾	过奖	
fpv	吉祥如意	垵							
fpw	壳	悫	过分	埃塞俄比亚	过低	过人	老实人	十之八九	超额分配
fpx	索	坨	专家组	索引	过细	考察组	专家级	壱	
fpy	过高	南宁市	无神论	过户	过夜	裁军谈判	老实说	封官许愿	䨩
fqa	坻	远东	远期	超负荷	无名英雄	超负荷运转	声名鹊起	坁	
fqb	元	圥	无限	无聊	无阻	远隔	无耻	邧	
fqc	均能	无能	寸金难买寸光阴	兘	㘬				
fqd	顽	均有	无不	无奈	远大	均不	远在	截然不同	无故
fqe	无力	无须	元月	无用	无边	埆	埳		
fqf	无需	坎坷	无声	吉尔吉斯	均未	均无	元老	均需	无怨无悔
fqg	元素	无毒	无形	无理	均列	均遭	㒬	㒮	
fqh	远眺	远非	无非	顽皮	无上	卖狗皮膏药			
fqi	无法	远洋	无水	无常	垗	雿			
fqj	元旦	元帅	远景	无暇	刓				
fqk	鼋	堍	坸						
fql	顽固	无畏	无罪						
fqm	均由	远见							
fqn	雹	坞	均已	无情	城镇居民	均居	无性	无异	无心
fqo	无数	无烟	均应	雷锋精神	无度				
fqp	远	无穷	无害	无视	元宵	元宝	无名之辈	真名实姓	
fqq	无锡	均匀	远销	无名	声名狼藉	元钱	垑		
fqr	元气	远近	均据	无损	元凶	圽	䨚		
fqs	均可	无机	无权	无核	无极	朝夕相处	无棣		
fqt	远程	均衡	无私	远处	无知	远征	远航	均等	远行
fqu	均	无关	元首	朝鲜半岛	无意	顽症	无端	无益	无恙
fqv	无	无妨	埩						
fqw	坎	元件	无人	无偿	无从	均分	城镇人口	声色俱厉	均价
fqx	无疑	无线	顽强	无比	无缘	㦲	䳣		
fqy	无论	无效	远离	远方	远望	无证	无误	无望	无为
fra	朝气蓬勃	地质勘探	老掉牙						
frb	违反了	支持了	地质队	堫					
frc	坂	直接参与	直接对话	坬					
frd	雨后春笋	直接原因	亏损面	无所不在	地质矿产部	无所不包	无所顾忌	雷打不动	颠扑不破
fre	地质力学	无所用心							
frf	支持者	违反规定	十年规划	直接进行	十年动乱	走投无路	无拘无束	动手动脚	
frg	垢	支持下	无所事事	顽抗到底	坵	堭	㙃		
frh	圻								
fri	地质学	声势浩大	喜气洋洋	丧失党性	走势汹涌				
frj	直接影响								
frl	无所畏惧	十指连心	墲						
frm	十年内乱								
frn	地热发电	地质局	直抒己见						
frp	真抓实干	亏损额	零的突破	赤手空拳	十年寒窗				
frq	直接贸易								
frr	直接投资	趁热打铁	地质年代	二把手					
frs	动手术	十年树木							
frt	埤	支气管	无所适从	直接选举	劫后重逢				
fru	走后门	地热资源	支持单位	支援前线	地质普查	违反道德			
frv	十年如一日	十年九不遇							
frw	老年人	二氧化碳	直接领导	无所作为	鼓舞人心	震撼人心	劫后余生	地质作用	嘉年华会
frx	直接经济损失	二年级	直接经验	直接费用					
fry	坼	无所谓	无的放矢	专制主义	墽				
fsa	土木工程	栽花	吉木萨尔						
fsc	都可能								
fsd	无可奈何	无可厚非	丧权辱国	真相大白	考核成绩	无可奉告			
fsf	堙	栽培	载歌载舞	无权过问	无权无势	墂			
fsg	南柯一梦	酨							
fsh	霜	圢	无可非议	鸘	鹴				
fsi	吉林省	需要注意	南极洲						
fsj	规模最大	需要量	墰						
fsk	坷	专横跋扈							
fsl	无可置疑								
fsp	无本之木								
fsq	需要解决	无可争辩							
fsr	专机抵达	考核制度	无可挽回	老根据地	均权制度	䨛			
fss	霖	栽植	栽树	塛	霦	䨷			
fst	动植物	二极管	栽种	违禁物品					
fsu	雬	超标准	无可辩驳	霜冻					
fsv	土木建筑	老板娘	㙘						
fsw	零配件	栽倒	䨫						
fsx	栽	规模经营	无可比拟						
fsy	霸权主义	二板市场	霍林郭勒	无可讳言					
fta	走向世界	老区	老式	远程医疗	二等功	孝敬	考勤	教工	圫
ftb	教	孝	进行了	进入了	增长了	老子	考取	才子	博物院
ftc	才能	都能	考验	罄竹难书					
ftd	才有	考古	无私奉献	进行研究	老大	无处不在	孝感	教研	老友
fte	才	耂	雾	老鼠	远程办公	㘯			
ftf	霆	才干	远程教育	考场	老城	土生土长	老者	进行教育	无私无畏
ftg	考	增长速度	都来	进行正式友好访问	老天	才来	二千万	进行到底	堪称一绝
